"contract_id","case_filed_yr","case_filed_month","jurisdiction","zip","assign_atty","case_type","settlement_offer","amount_billed"
" 680 33F77389","2012","05","California          ","93701","553","05119",0,5700
"002C935101   ","2013","09","Missouri            ","63873","665","05121",6873000,206100
"009A935782   ","2013","06","Michigan            ","48075","718","05122",104000,15600
" 680 4F136684","2012","08","Ohio                ","44311","926","05119",0,178900
" 680 9A955977","2012","05","Arkansas            ","72209","712","05122",25000,2800
" 680 6465B665","2012","08","New York            ","11358","712","05219",0,984700
" 680 136Y9907","2012","08","New York            ","10310","544","05121",7228000,227700
"00413L7805   ","2013","10","New York            ","11420","416","05224",10000000,39100
" 680 6D792606","2012","08","Louisiana           ","70785","090","05219",0,27800
" 680 7C767741","2012","08","Illinois            ","61874","651","05219",0,15000
" 680 8437L252","2012","02","Virginia            ","23219","600","05223",58000,97800
"005D658665   ","2013","10","Illinois            ","60016","620","05121",246340000,1031700
"002A278676   ","2013","06","Kansas              ","66608","100","05223",3000,30800
"007603R808   ","2013","10","Alabama             ","36117","665","05122",4697000,57500
"004D991568   ","2013","08","New York            ","10976","169","05119",0,60800
"004037X01A   ","2013","03","Arizona             ","85268","665","05122",2070000,41800
"009C847066   ","2013","04","Colorado            ","80537","100","05219",0,143100
"005A515495   ","2013","09","Wisconsin           ","53719","620","05121",68505000,728200
"000D532293   ","2013","04","New Jersey          ","08077","676","05223",73000,2217300
" 680 5C781543","2012","08","California          ","94587","599","05106",0,24400
" 680 2B559341","2012","01","New Jersey          ","08081","758","05122",0,7100
"005887H444   ","2013","09","Texas               ","79410","665","05121",23101000,280700
" PACP2A71755A","2012","07","Texas               ","75006","712","05122",1040000,88000
" 680 1698P000","2012","08","Colorado            ","80651","712","05219",0,125000
"005599L260   ","2013","08","Missouri            ","65049","169","05122",216000,30700
"007C575269   ","2013","04","Iowa                ","50201","091","05122",300000,24700
" 680 8B662158","2012","05","Idaho               ","83406","712","05219",0,11800
" 680 7264X388","2012","08","California          ","90022","091","05219",0,22100
" 680 2B739002","2012","02","Kentucky            ","40205","712","05121",1670000,30600
" 680 4A431486","2012","08","California          ","93001","712","05219",0,110600
" 680 5409P479","2012","08","Massachusetts       ","01201","090","05119",0,276800
" 680 646M8542","2012","08","New York            ","14094","712","05219",0,163800
"003D280644   ","2013","07","Illinois            ","62301","968","05223",0,31000
"007D521619   ","2013","12","Texas               ","79925","612","05121",8584000,317100
" 680 6A959762","2012","08","Massachusetts       ","01105","968","05122",166000,31300
" 680 7B976752","2012","06","New Jersey          ","08902","712","05122",1400000,57700
"006A179628   ","2013","08","Pennsylvania        ","15237","665","05121",6708000,76000
" 680 6A653460","2012","08","California          ","90401","651","05119",0,17400
"008C467637   ","2013","11","Pennsylvania        ","19610","612","05121",21606000,108900
"002B753358   ","2013","02","Tennessee           ","37421","456","05122",1248000,37900
"003699N463   ","2013","03","Tennessee           ","37064","620","05121",25484000,1102400
"000083P308   ","2013","08","Massachusetts       ","01876","989","05223",689000,1413700
" 680 5265N306","2012","06","Virginia            ","23834","597","05119",0,7000
" PACP6562C694","2012","07","Texas               ","79065","049","05233",0,18200
"008126X672   ","2013","07","New Jersey          ","07047","571","05121",38588000,376800
" 680 636M0570","2012","08","Oklahoma            ","73160","760","05122",321000,81700
"00380P9676   ","2013","09","Arkansas            ","72204","612","05121",2229000,168400
" 680 5F398067","2012","08","Oklahoma            ","73093","998","05119",0,55100
" 680 9A597230","2012","08","Pennsylvania        ","18447","712","05219",0,91000
" 680 8654B527","2012","04","Massachusetts       ","02537","712","05219",0,527200
"009061P591   ","2013","06","Massachusetts       ","02766","100","05223",1000,43000
"007240M582   ","2013","09","Virginia            ","24083","169","05145",10000000,2500
"005206L444   ","2013","08","District of Columbia","20009","620","05121",12748000,112400
"004648C25A   ","2013","05","Indiana             ","46001","010","05224",10000000,15200
" 680 1A425855","2012","05","Rhode Island        ","02888","742","05119",0,2600
"001383X526   ","2013","12","Texas               ","77449","100","05122",0,379600
" 680 6506C60A","2012","07","New York            ","10701","651","05219",0,21200
"002406P67A   ","2013","11","Texas               ","77503","169","05224",10000000,36900
"006958C812   ","2013","10","Minnesota           ","55792","040","05224",20000000,13000
" 680 3317R192","2012","06","California          ","94402","612","05223",30000,100300
"00273Y8021   ","2013","05","Illinois            ","60056","141","05122",2242000,239800
" 680 4C88085A","2012","08","California          ","90248","609","05119",0,32800
"002C37411A   ","2013","08","Colorado            ","80232","612","05121",59800000,562800
"003C344974   ","2013","11","Nebraska            ","68111","561","05121",3151000,51500
"009045B744   ","2013","06","Tennessee           ","37664","665","05121",4984000,92200
" 680 4179M238","2012","07","Missouri            ","64111","090","05119",0,61200
"005D081337   ","2013","08","Texas               ","75227","169","05122",1250000,391300
"005D382306   ","2013","08","Oklahoma            ","74743","665","05223",4800000,89200
"007523H681   ","2013","12","Tennessee           ","38104","100","05121",1543000,49800
"005354B84A   ","2013","12","Massachusetts       ","01721","134","05122",1396000,156400
"007834P455   ","2013","05","Michigan            ","48312","100","05223",9000,386500
" 680 9821B694","2012","08","New York            ","12307","712","05121",1192000,99000
" 680 9122N765","2012","08","Massachusetts       ","02420","090","05219",0,54000
" 680 5883X991","2012","02","Massachusetts       ","02062","719","05121",83935000,1052900
" 680 9C215721","2012","08","New York            ","10010","926","05119",0,123100
" 680 7146B326","2012","04","New York            ","11226","416","05219",0,10800
"000C817647   ","2013","08","Connecticut         ","06855","100","05219",0,97300
"007D711022   ","2013","11","Utah                ","84010","620","05121",216873000,2865200
"004D35989A   ","2013","07","Illinois            ","61761","169","05224",10000000,150500
"001574X460   ","2013","12","Nebraska            ","68130","665","05121",20000000,179900
"004C737405   ","2013","01","Nevada              ","89103","600","05121",418489000,3296300
" 680 9207R438","2012","08","Georgia             ","30092","542","05119",0,103800
" 680 2193N012","2012","08","Missouri            ","65804","742","05119",0,104500
" 680 1588N779","2012","08","New Hampshire       ","03060","609","05219",0,34100
" 680 8229H569","2012","03","Minnesota           ","55720","651","05219",0,5900
" 680 625H0062","2012","02","District of Columbia","20036","091","05119",0,76400
"008978N625   ","2013","09","New York            ","12542","134","05223",2000,67600
"007988N356   ","2013","08","New York            ","10502","169","05122",111000,29000
" 680 9433W244","2012","08","New York            ","12203","651","05219",0,47700
" 680 4C294301","2012","08","California          ","92106","595","05119",0,21000
" 680 5709P581","2012","02","Connecticut         ","06002","712","05219",0,1415600
" 680 1483N588","2012","08","Delaware            ","19956","994","05119",0,207900
"006700N392   ","2013","06","New York            ","10014","612","05121",263000,11900
" 680 5112R54A","2012","08","Maryland            ","20743","600","05121",167696000,5667900
" 680 1D529993","2012","08","New Jersey          ","07203","719","05219",0,3800
" 680 3B636256","2012","08","New York            ","10017","651","05214",0,3700
"004905N814   ","2013","10","Iowa                ","51347","913","05125",0,48700
"009531N966   ","2013","11","Nebraska            ","68434","665","05121",4939000,83300
"009A954514   ","2013","06","Iowa                ","50325","169","05121",9820000,59500
"004052N47A   ","2013","04","Michigan            ","48178","641","05125",10000000,14500
" 680 6C139308","2012","08","California          ","95204","651","05119",0,13300
" 680 2382X91A","2012","01","Oklahoma            ","73159","612","05121",71871000,2814100
"007890X812   ","2013","04","Michigan            ","48504","090","05122",992000,275900
" 680 8633P760","2012","04","Maine               ","04096","749","05119",0,24600
" 680 6D634211","2012","08","California          ","94510","456","05106",0,3900
" 680 3012C064","2012","08","New York            ","10011","651","05119",0,5100
"001D900504   ","2013","05","New York            ","11232","040","05122",250000,78400
"002C73324A   ","2013","09","Maine               ","04101","092","05224",10000000,14000
"001D56242A   ","2013","04","Texas               ","76053","612","05121",1849000,161800
"005C586393   ","2013","11","Georgia             ","30076","100","05219",0,98900
" 680 3A734900","2012","07","California          ","90631","712","05213",0,3900
"004C53966A   ","2013","10","Illinois            ","60623","100","05119",0,28800
" 680 2036A872","2012","08","Florida             ","34683","712","05219",0,861200
"007D98552A   ","2013","11","Massachusetts       ","02122","169","05224",0,24300
"006D341438   ","2013","09","Alabama             ","35601","612","05145",10000000,11500
" 680 6C195564","2012","08","Connecticut         ","06811","110","05122",557000,185500
" 680 6042L26A","2012","08","North Carolina      ","27560","926","05106",0,6700
" 680 4A123778","2012","07","Colorado            ","81401","599","05122",10050000,130600
" 680 0758P899","2012","08","Georgia             ","30309","542","05119",0,86500
"0095K48292   ","2013","08","New York            ","12553","612","05121",6576000,383200
" 680 7351M13A","2012","08","New Jersey          ","08758","712","05119",0,26900
"004304A829   ","2013","11","Pennsylvania        ","18612","561","05224",10000000,67200
" 680 1F869930","2012","08","California          ","92203","651","05106",0,4600
" 680 7394H971","2012","08","Mississippi         ","39204","612","05121",50144000,1508300
"009463N676   ","2013","10","Rhode Island        ","02903","639","05122",97000,19500
" 680 7D928272","2012","08","California          ","95123","533","05119",0,2000
" 680 7820L372","2012","08","Illinois            ","60611","620","05121",452498000,2788700
"008236C190   ","2013","10","Maryland            ","21201","112","05122",0,56700
